OBJECTID,ISO_2_CODE,ISO_3_CODE,ADM0_NAME,date_epicrv,NewCase,CumCase,NewDeath,CumDeath,Short_Name_ZH,Short_Name_FR,Short_Name_ES,Short_Name_RU,Short_Name_AR
494,AW,ABW,Aruba,2020-04-14T00:00:00.000Z,0,92,0,0,"阿鲁巴
",,,,
495,AW,ABW,Aruba,2020-04-15T00:00:00.000Z,0,92,0,0,"阿鲁巴
",,,,
496,AW,ABW,Aruba,2020-04-16T00:00:00.000Z,1,93,1,1,"阿鲁巴
",,,,
497,AW,ABW,Aruba,2020-04-17T00:00:00.000Z,2,95,1,2,"阿鲁巴
",,,,
498,AW,ABW,Aruba,2020-04-18T00:00:00.000Z,1,96,0,2,"阿鲁巴
",,,,
499,AW,ABW,Aruba,2020-04-19T00:00:00.000Z,0,96,0,2,"阿鲁巴
",,,,
500,AW,ABW,Aruba,2020-04-20T00:00:00.000Z,1,97,0,2,"阿鲁巴
",,,,
501,AW,ABW,Aruba,2020-04-21T00:00:00.000Z,0,97,0,2,"阿鲁巴
",,,,
502,AW,ABW,Aruba,2020-04-22T00:00:00.000Z,0,97,0,2,"阿鲁巴
",,,,
503,AW,ABW,Aruba,2020-04-23T00:00:00.000Z,3,100,0,2,"阿鲁巴
",,,,
504,AW,ABW,Aruba,2020-04-24T00:00:00.000Z,0,100,0,2,"阿鲁巴
",,,,
505,AW,ABW,Aruba,2020-04-25T00:00:00.000Z,0,100,0,2,"阿鲁巴
",,,,
506,AW,ABW,Aruba,2020-04-26T00:00:00.000Z,0,100,0,2,"阿鲁巴
",,,,
507,AW,ABW,Aruba,2020-04-27T00:00:00.000Z,0,100,0,2,"阿鲁巴
",,,,
508,AU,AUS,Australia,2020-01-25T00:00:00.000Z,3,3,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
509,AU,AUS,Australia,2020-01-26T00:00:00.000Z,1,4,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
510,AU,AUS,Australia,2020-01-27T00:00:00.000Z,1,5,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
511,AU,AUS,Australia,2020-01-28T00:00:00.000Z,0,5,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
512,AU,AUS,Australia,2020-01-29T00:00:00.000Z,2,7,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
513,AU,AUS,Australia,2020-01-30T00:00:00.000Z,2,9,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
514,AU,AUS,Australia,2020-01-31T00:00:00.000Z,0,9,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
515,AU,AUS,Australia,2020-02-01T00:00:00.000Z,3,12,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
516,AU,AUS,Australia,2020-02-02T00:00:00.000Z,0,12,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
517,AU,AUS,Australia,2020-02-03T00:00:00.000Z,0,12,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
518,AU,AUS,Australia,2020-02-04T00:00:00.000Z,1,13,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
519,AU,AUS,Australia,2020-02-05T00:00:00.000Z,1,14,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
520,AU,AUS,Australia,2020-02-06T00:00:00.000Z,1,15,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
521,AU,AUS,Australia,2020-02-07T00:00:00.000Z,0,15,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
522,AU,AUS,Australia,2020-02-08T00:00:00.000Z,0,15,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
523,AU,AUS,Australia,2020-02-09T00:00:00.000Z,0,15,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
524,AU,AUS,Australia,2020-02-10T00:00:00.000Z,0,15,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
525,AU,AUS,Australia,2020-02-11T00:00:00.000Z,0,15,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
526,AU,AUS,Australia,2020-02-12T00:00:00.000Z,0,15,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
527,AU,AUS,Australia,2020-02-13T00:00:00.000Z,0,15,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
528,AU,AUS,Australia,2020-02-14T00:00:00.000Z,0,15,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
529,AU,AUS,Australia,2020-02-15T00:00:00.000Z,0,15,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
530,AU,AUS,Australia,2020-02-16T00:00:00.000Z,0,15,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
531,AU,AUS,Australia,2020-02-17T00:00:00.000Z,0,15,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
532,AU,AUS,Australia,2020-02-18T00:00:00.000Z,0,15,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
533,AU,AUS,Australia,2020-02-19T00:00:00.000Z,0,15,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
534,AU,AUS,Australia,2020-02-20T00:00:00.000Z,0,15,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
535,AU,AUS,Australia,2020-02-21T00:00:00.000Z,2,17,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
536,AU,AUS,Australia,2020-02-22T00:00:00.000Z,4,21,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
537,AU,AUS,Australia,2020-02-23T00:00:00.000Z,1,22,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
538,AU,AUS,Australia,2020-02-24T00:00:00.000Z,0,22,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
539,AU,AUS,Australia,2020-02-25T00:00:00.000Z,1,23,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
540,AU,AUS,Australia,2020-02-26T00:00:00.000Z,0,23,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
541,AU,AUS,Australia,2020-02-27T00:00:00.000Z,0,23,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
542,AU,AUS,Australia,2020-02-28T00:00:00.000Z,0,23,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
543,AU,AUS,Australia,2020-02-29T00:00:00.000Z,2,25,0,0,澳大利亚,Australie,Australia,Австралия,أستراليا
544,AU,AUS,Australia,2020-03-01T00:00:00.000Z,2,27,1,1,澳大利亚,Australie,Australia,Австралия,أستراليا
545,AU,AUS,Australia,2020-03-02T00:00:00.000Z,6,33,0,1,澳大利亚,Australie,Australia,Австралия,أستراليا
546,AU,AUS,Australia,2020-03-03T00:00:00.000Z,0,33,0,1,澳大利亚,Australie,Australia,Австралия,أستراليا
547,AU,AUS,Australia,2020-03-04T00:00:00.000Z,0,33,0,1,澳大利亚,Australie,Australia,Австралия,أستراليا
548,AU,AUS,Australia,2020-03-05T00:00:00.000Z,24,57,1,2,澳大利亚,Australie,Australia,Австралия,أستراليا
549,AU,AUS,Australia,2020-03-06T00:00:00.000Z,5,62,0,2,澳大利亚,Australie,Australia,Австралия,أستراليا
550,AU,AUS,Australia,2020-03-07T00:00:00.000Z,8,70,0,2,澳大利亚,Australie,Australia,Австралия,أستراليا
551,AU,AUS,Australia,2020-03-08T00:00:00.000Z,7,77,1,3,澳大利亚,Australie,Australia,Австралия,أستراليا
552,AU,AUS,Australia,2020-03-09T00:00:00.000Z,15,92,0,3,澳大利亚,Australie,Australia,Австралия,أستراليا
553,AU,AUS,Australia,2020-03-10T00:00:00.000Z,0,92,0,3,澳大利亚,Australie,Australia,Австралия,أستراليا
554,AU,AUS,Australia,2020-03-11T00:00:00.000Z,30,122,0,3,澳大利亚,Australie,Australia,Австралия,أستراليا
555,AU,AUS,Australia,2020-03-12T00:00:00.000Z,18,140,0,3,澳大利亚,Australie,Australia,Австралия,أستراليا
556,AU,AUS,Australia,2020-03-13T00:00:00.000Z,49,189,0,3,澳大利亚,Australie,Australia,Австралия,أستراليا
557,AU,AUS,Australia,2020-03-14T00:00:00.000Z,8,197,0,3,澳大利亚,Australie,Australia,Австралия,أستراليا
558,AU,AUS,Australia,2020-03-15T00:00:00.000Z,101,298,2,5,澳大利亚,Australie,Australia,Австралия,أستراليا
559,AU,AUS,Australia,2020-03-16T00:00:00.000Z,38,336,0,5,澳大利亚,Australie,Australia,Австралия,أستراليا
560,AU,AUS,Australia,2020-03-17T00:00:00.000Z,78,414,0,5,澳大利亚,Australie,Australia,Австралия,أستراليا
561,AU,AUS,Australia,2020-03-18T00:00:00.000Z,96,510,1,6,澳大利亚,Australie,Australia,Австралия,أستراليا
562,AU,AUS,Australia,2020-03-19T00:00:00.000Z,199,709,0,6,澳大利亚,Australie,Australia,Австралия,أستراليا
563,AU,AUS,Australia,2020-03-20T00:00:00.000Z,164,873,1,7,澳大利亚,Australie,Australia,Австралия,أستراليا
564,AU,AUS,Australia,2020-03-21T00:00:00.000Z,208,1081,0,7,澳大利亚,Australie,Australia,Австралия,أستراليا
565,AU,AUS,Australia,2020-03-22T00:00:00.000Z,17,1098,0,7,澳大利亚,Australie,Australia,Австралия,أستراليا
566,AU,AUS,Australia,2020-03-23T00:00:00.000Z,611,1709,0,7,澳大利亚,Australie,Australia,Австралия,أستراليا
567,AU,AUS,Australia,2020-03-24T00:00:00.000Z,427,2136,1,8,澳大利亚,Australie,Australia,Австралия,أستراليا
568,AU,AUS,Australia,2020-03-25T00:00:00.000Z,287,2423,0,8,澳大利亚,Australie,Australia,Австралия,أستراليا
569,AU,AUS,Australia,2020-03-26T00:00:00.000Z,376,2799,3,11,澳大利亚,Australie,Australia,Австралия,أستراليا
570,AU,AUS,Australia,2020-03-27T00:00:00.000Z,186,2985,2,13,澳大利亚,Australie,Australia,Австралия,أستراليا
571,AU,AUS,Australia,2020-03-28T00:00:00.000Z,650,3635,1,14,澳大利亚,Australie,Australia,Австралия,أستراليا
572,AU,AUS,Australia,2020-03-29T00:00:00.000Z,331,3966,2,16,澳大利亚,Australie,Australia,Австралия,أستراليا
573,AU,AUS,Australia,2020-03-30T00:00:00.000Z,279,4245,2,18,澳大利亚,Australie,Australia,Австралия,أستراليا
574,AU,AUS,Australia,2020-03-31T00:00:00.000Z,312,4557,1,19,澳大利亚,Australie,Australia,Австралия,أستراليا
575,AU,AUS,Australia,2020-04-01T00:00:00.000Z,303,4860,1,20,澳大利亚,Australie,Australia,Австралия,أستراليا
576,AU,AUS,Australia,2020-04-02T00:00:00.000Z,116,4976,1,21,澳大利亚,Australie,Australia,Австралия,أستراليا
577,AU,AUS,Australia,2020-04-03T00:00:00.000Z,374,5350,5,26,澳大利亚,Australie,Australia,Австралия,أستراليا
578,AU,AUS,Australia,2020-04-04T00:00:00.000Z,104,5454,2,28,澳大利亚,Australie,Australia,Австралия,أستراليا
579,AU,AUS,Australia,2020-04-05T00:00:00.000Z,181,5635,6,34,澳大利亚,Australie,Australia,Австралия,أستراليا
580,AU,AUS,Australia,2020-04-06T00:00:00.000Z,160,5795,5,39,澳大利亚,Australie,Australia,Австралия,أستراليا
581,AU,AUS,Australia,2020-04-07T00:00:00.000Z,49,5844,3,42,澳大利亚,Australie,Australia,Австралия,أستراليا
582,AU,AUS,Australia,2020-04-08T00:00:00.000Z,112,5956,3,45,澳大利亚,Australie,Australia,Австралия,أستراليا
583,AU,AUS,Australia,2020-04-09T00:00:00.000Z,96,6052,5,50,澳大利亚,Australie,Australia,Австралия,أستراليا
584,AU,AUS,Australia,2020-04-10T00:00:00.000Z,100,6152,2,52,澳大利亚,Australie,Australia,Австралия,أستراليا
585,AU,AUS,Australia,2020-04-11T00:00:00.000Z,137,6289,4,56,澳大利亚,Australie,Australia,Австралия,أستراليا
586,AU,AUS,Australia,2020-04-12T00:00:00.000Z,24,6313,3,59,澳大利亚,Australie,Australia,Австралия,أستراليا
587,AU,AUS,Australia,2020-04-13T00:00:00.000Z,9,6322,2,61,澳大利亚,Australie,Australia,Австралия,أستراليا
588,AU,AUS,Australia,2020-04-14T00:00:00.000Z,44,6366,0,61,澳大利亚,Australie,Australia,Австралия,أستراليا
589,AU,AUS,Australia,2020-04-15T00:00:00.000Z,50,6416,0,61,澳大利亚,Australie,Australia,Австралия,أستراليا
590,AU,AUS,Australia,2020-04-16T00:00:00.000Z,42,6458,2,63,澳大利亚,Australie,Australia,Австралия,أستراليا
591,AU,AUS,Australia,2020-04-17T00:00:00.000Z,10,6468,0,63,澳大利亚,Australie,Australia,Австралия,أستراليا
592,AU,AUS,Australia,2020-04-18T00:00:00.000Z,65,6533,4,67,澳大利亚,Australie,Australia,Австралия,أستراليا
593,AU,AUS,Australia,2020-04-19T00:00:00.000Z,73,6606,3,70,澳大利亚,Australie,Australia,Австралия,أستراليا
594,AU,AUS,Australia,2020-04-20T00:00:00.000Z,6,6612,0,70,澳大利亚,Australie,Australia,Австралия,أستراليا
595,AU,AUS,Australia,2020-04-21T00:00:00.000Z,13,6625,1,71,澳大利亚,Australie,Australia,Австралия,أستراليا
596,AU,AUS,Australia,2020-04-22T00:00:00.000Z,22,6647,3,74,澳大利亚,Australie,Australia,Австралия,أستراليا
597,AU,AUS,Australia,2020-04-23T00:00:00.000Z,14,6661,1,75,澳大利亚,Australie,Australia,Австралия,أستراليا
598,AU,AUS,Australia,2020-04-24T00:00:00.000Z,6,6667,1,76,澳大利亚,Australie,Australia,Австралия,أستراليا
599,AU,AUS,Australia,2020-04-25T00:00:00.000Z,20,6687,3,79,澳大利亚,Australie,Australia,Австралия,أستراليا
600,AU,AUS,Australia,2020-04-26T00:00:00.000Z,16,6703,2,81,澳大利亚,Australie,Australia,Австралия,أستراليا
601,AU,AUS,Australia,2020-04-27T00:00:00.000Z,10,6713,2,83,澳大利亚,Australie,Australia,Австралия,أستراليا
602,AT,AUT,Austria,2020-02-25T00:00:00.000Z,2,2,0,0,奥地利,Autriche,Austria,Австрия,النمسا
603,AT,AUT,Austria,2020-02-26T00:00:00.000Z,0,2,0,0,奥地利,Autriche,Austria,Австрия,النمسا
604,AT,AUT,Austria,2020-02-27T00:00:00.000Z,2,4,0,0,奥地利,Autriche,Austria,Австрия,النمسا
605,AT,AUT,Austria,2020-02-28T00:00:00.000Z,1,5,0,0,奥地利,Autriche,Austria,Австрия,النمسا
606,AT,AUT,Austria,2020-02-29T00:00:00.000Z,5,10,0,0,奥地利,Autriche,Austria,Австрия,النمسا
607,AT,AUT,Austria,2020-03-01T00:00:00.000Z,0,10,0,0,奥地利,Autriche,Austria,Австрия,النمسا
608,AT,AUT,Austria,2020-03-02T00:00:00.000Z,8,18,0,0,奥地利,Autriche,Austria,Австрия,النمسا
609,AT,AUT,Austria,2020-03-03T00:00:00.000Z,6,24,0,0,奥地利,Autriche,Austria,Австрия,النمسا
610,AT,AUT,Austria,2020-03-04T00:00:00.000Z,5,29,0,0,奥地利,Autriche,Austria,Австрия,النمسا
611,AT,AUT,Austria,2020-03-05T00:00:00.000Z,8,37,0,0,奥地利,Autriche,Austria,Австрия,النمسا
612,AT,AUT,Austria,2020-03-06T00:00:00.000Z,29,66,0,0,奥地利,Autriche,Austria,Австрия,النمسا
613,AT,AUT,Austria,2020-03-07T00:00:00.000Z,13,79,0,0,奥地利,Autriche,Austria,Австрия,النمسا
614,AT,AUT,Austria,2020-03-08T00:00:00.000Z,23,102,0,0,奥地利,Autriche,Austria,Австрия,النمسا
615,AT,AUT,Austria,2020-03-09T00:00:00.000Z,10,112,0,0,奥地利,Autriche,Austria,Австрия,النمسا
616,AT,AUT,Austria,2020-03-10T00:00:00.000Z,70,182,0,0,奥地利,Autriche,Austria,Австрия,النمسا
617,AT,AUT,Austria,2020-03-11T00:00:00.000Z,0,182,0,0,奥地利,Autriche,Austria,Австрия,النمسا
618,AT,AUT,Austria,2020-03-12T00:00:00.000Z,179,361,1,1,奥地利,Autriche,Austria,Австрия,النمسا
619,AT,AUT,Austria,2020-03-13T00:00:00.000Z,143,504,0,1,奥地利,Autriche,Austria,Австрия,النمسا
620,AT,AUT,Austria,2020-03-14T00:00:00.000Z,151,655,0,1,奥地利,Autriche,Austria,Австрия,النمسا
621,AT,AUT,Austria,2020-03-15T00:00:00.000Z,205,860,0,1,奥地利,Autriche,Austria,Австрия,النمسا
622,AT,AUT,Austria,2020-03-16T00:00:00.000Z,99,959,0,1,奥地利,Autriche,Austria,Австрия,النمسا
623,AT,AUT,Austria,2020-03-17T00:00:00.000Z,373,1332,2,3,奥地利,Autriche,Austria,Австрия,النمسا
624,AT,AUT,Austria,2020-03-18T00:00:00.000Z,314,1646,1,4,奥地利,Autriche,Austria,Австрия,النمسا
625,AT,AUT,Austria,2020-03-19T00:00:00.000Z,197,1843,1,5,奥地利,Autriche,Austria,Австрия,النمسا
626,AT,AUT,Austria,2020-03-20T00:00:00.000Z,806,2649,1,6,奥地利,Autriche,Austria,Австрия,النمسا
627,AT,AUT,Austria,2020-03-21T00:00:00.000Z,375,3024,2,8,奥地利,Autriche,Austria,Австрия,النمسا
628,AT,AUT,Austria,2020-03-22T00:00:00.000Z,0,3024,0,8,奥地利,Autriche,Austria,Австрия,النمسا
629,AT,AUT,Austria,2020-03-23T00:00:00.000Z,607,3631,8,16,奥地利,Autriche,Austria,Австрия,النمسا
630,AT,AUT,Austria,2020-03-24T00:00:00.000Z,855,4486,9,25,奥地利,Autriche,Austria,Австрия,النمسا
631,AT,AUT,Austria,2020-03-25T00:00:00.000Z,796,5282,5,30,奥地利,Autriche,Austria,Австрия,النمسا
632,AT,AUT,Austria,2020-03-26T00:00:00.000Z,606,5888,4,34,奥地利,Autriche,Austria,Австрия,النمسا
633,AT,AUT,Austria,2020-03-27T00:00:00.000Z,1141,7029,18,52,奥地利,Autriche,Austria,Австрия,النمسا
634,AT,AUT,Austria,2020-03-28T00:00:00.000Z,668,7697,16,68,奥地利,Autriche,Austria,Австрия,النمسا
635,AT,AUT,Austria,2020-03-29T00:00:00.000Z,594,8291,0,68,奥地利,Autriche,Austria,Австрия,النمسا
636,AT,AUT,Austria,2020-03-30T00:00:00.000Z,522,8813,18,86,奥地利,Autriche,Austria,Австрия,النمسا
637,AT,AUT,Austria,2020-03-31T00:00:00.000Z,805,9618,22,108,奥地利,Autriche,Austria,Австрия,النمسا
638,AT,AUT,Austria,2020-04-01T00:00:00.000Z,564,10182,20,128,奥地利,Autriche,Austria,Австрия,النمسا
639,AT,AUT,Austria,2020-04-02T00:00:00.000Z,529,10711,18,146,奥地利,Autriche,Austria,Австрия,النمسا
640,AT,AUT,Austria,2020-04-03T00:00:00.000Z,418,11129,12,158,奥地利,Autriche,Austria,Австрия,النمسا
641,AT,AUT,Austria,2020-04-04T00:00:00.000Z,396,11525,10,168,奥地利,Autriche,Austria,Австрия,النمسا
642,AT,AUT,Austria,2020-04-05T00:00:00.000Z,241,11766,18,186,奥地利,Autriche,Austria,Австрия,النمسا
643,AT,AUT,Austria,2020-04-06T00:00:00.000Z,217,11983,18,204,奥地利,Autriche,Austria,Австрия,النمسا
644,AT,AUT,Austria,2020-04-07T00:00:00.000Z,314,12297,16,220,奥地利,Autriche,Austria,Австрия,النمسا
645,AT,AUT,Austria,2020-04-08T00:00:00.000Z,343,12640,23,243,奥地利,Autriche,Austria,Австрия,النمسا
646,AT,AUT,Austria,2020-04-09T00:00:00.000Z,329,12969,30,273,奥地利,Autriche,Austria,Австрия,النمسا
647,AT,AUT,Austria,2020-04-10T00:00:00.000Z,279,13248,22,295,奥地利,Autriche,Austria,Австрия,النمسا
648,AT,AUT,Austria,2020-04-11T00:00:00.000Z,312,13560,24,319,奥地利,Autriche,Austria,Австрия,النمسا
649,AT,AUT,Austria,2020-04-12T00:00:00.000Z,247,13807,18,337,奥地利,Autriche,Austria,Австрия,النمسا
650,AT,AUT,Austria,2020-04-13T00:00:00.000Z,130,13937,13,350,奥地利,Autriche,Austria,Австрия,النمسا
651,AT,AUT,Austria,2020-04-14T00:00:00.000Z,106,14043,18,368,奥地利,Autriche,Austria,Австрия,النمسا
652,AT,AUT,Austria,2020-04-15T00:00:00.000Z,191,14234,16,384,奥地利,Autriche,Austria,Австрия,النمسا
653,AT,AUT,Austria,2020-04-16T00:00:00.000Z,136,14370,9,393,奥地利,Autriche,Austria,Австрия,النمسا
654,AT,AUT,Austria,2020-04-17T00:00:00.000Z,78,14448,17,410,奥地利,Autriche,Austria,Австрия,النمسا
655,AT,AUT,Austria,2020-04-18T00:00:00.000Z,155,14603,21,431,奥地利,Autriche,Austria,Австрия,النمسا
656,AT,AUT,Austria,2020-04-19T00:00:00.000Z,59,14662,12,443,奥地利,Autriche,Austria,Австрия,النمسا
657,AT,AUT,Austria,2020-04-20T00:00:00.000Z,48,14710,9,452,奥地利,Autriche,Austria,Австрия,النمسا
658,AT,AUT,Austria,2020-04-21T00:00:00.000Z,73,14783,10,462,奥地利,Autriche,Austria,Австрия,النمسا
659,AT,AUT,Austria,2020-04-22T00:00:00.000Z,50,14833,1,463,奥地利,Autriche,Austria,Австрия,النمسا
660,AT,AUT,Austria,2020-04-23T00:00:00.000Z,91,14924,31,494,奥地利,Autriche,Austria,Австрия,النمسا
661,AT,AUT,Austria,2020-04-24T00:00:00.000Z,61,14985,14,508,奥地利,Autriche,Austria,Австрия,النمسا
662,AT,AUT,Austria,2020-04-25T00:00:00.000Z,83,15068,5,513,奥地利,Autriche,Austria,Австрия,النمسا
663,AT,AUT,Austria,2020-04-26T00:00:00.000Z,66,15134,23,536,奥地利,Autriche,Austria,Австрия,النمسا
664,AT,AUT,Austria,2020-04-27T00:00:00.000Z,55,15189,6,542,奥地利,Autriche,Austria,Австрия,النمسا
665,AZ,AZE,Azerbaijan,2020-02-29T00:00:00.000Z,3,3,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
666,AZ,AZE,Azerbaijan,2020-03-01T00:00:00.000Z,0,3,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
667,AZ,AZE,Azerbaijan,2020-03-02T00:00:00.000Z,0,3,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
668,AZ,AZE,Azerbaijan,2020-03-03T00:00:00.000Z,0,3,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
669,AZ,AZE,Azerbaijan,2020-03-04T00:00:00.000Z,0,3,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
670,AZ,AZE,Azerbaijan,2020-03-05T00:00:00.000Z,0,3,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
671,AZ,AZE,Azerbaijan,2020-03-06T00:00:00.000Z,6,9,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
672,AZ,AZE,Azerbaijan,2020-03-07T00:00:00.000Z,0,9,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
673,AZ,AZE,Azerbaijan,2020-03-08T00:00:00.000Z,0,9,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
674,AZ,AZE,Azerbaijan,2020-03-09T00:00:00.000Z,0,9,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
675,AZ,AZE,Azerbaijan,2020-03-10T00:00:00.000Z,0,9,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
676,AZ,AZE,Azerbaijan,2020-03-11T00:00:00.000Z,0,9,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
677,AZ,AZE,Azerbaijan,2020-03-12T00:00:00.000Z,2,11,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
678,AZ,AZE,Azerbaijan,2020-03-13T00:00:00.000Z,0,11,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
679,AZ,AZE,Azerbaijan,2020-03-14T00:00:00.000Z,8,19,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
680,AZ,AZE,Azerbaijan,2020-03-15T00:00:00.000Z,2,21,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
681,AZ,AZE,Azerbaijan,2020-03-16T00:00:00.000Z,0,21,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
682,AZ,AZE,Azerbaijan,2020-03-17T00:00:00.000Z,0,21,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
683,AZ,AZE,Azerbaijan,2020-03-18T00:00:00.000Z,13,34,1,1,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
684,AZ,AZE,Azerbaijan,2020-03-19T00:00:00.000Z,0,34,0,1,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
685,AZ,AZE,Azerbaijan,2020-03-20T00:00:00.000Z,10,44,0,1,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
686,AZ,AZE,Azerbaijan,2020-03-21T00:00:00.000Z,9,53,0,1,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
687,AZ,AZE,Azerbaijan,2020-03-22T00:00:00.000Z,0,53,0,1,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
688,AZ,AZE,Azerbaijan,2020-03-23T00:00:00.000Z,12,65,0,1,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
689,AZ,AZE,Azerbaijan,2020-03-24T00:00:00.000Z,7,72,0,1,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
690,AZ,AZE,Azerbaijan,2020-03-25T00:00:00.000Z,15,87,0,1,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
691,AZ,AZE,Azerbaijan,2020-03-26T00:00:00.000Z,6,93,1,2,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
692,AZ,AZE,Azerbaijan,2020-03-27T00:00:00.000Z,29,122,1,3,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
693,AZ,AZE,Azerbaijan,2020-03-28T00:00:00.000Z,25,147,0,3,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
694,AZ,AZE,Azerbaijan,2020-03-29T00:00:00.000Z,17,164,1,4,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
695,AZ,AZE,Azerbaijan,2020-03-30T00:00:00.000Z,26,190,0,4,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
696,AZ,AZE,Azerbaijan,2020-03-31T00:00:00.000Z,83,273,0,4,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
697,AZ,AZE,Azerbaijan,2020-04-01T00:00:00.000Z,25,298,1,5,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
698,AZ,AZE,Azerbaijan,2020-04-02T00:00:00.000Z,61,359,0,5,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
699,AZ,AZE,Azerbaijan,2020-04-03T00:00:00.000Z,41,400,0,5,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
700,AZ,AZE,Azerbaijan,2020-04-04T00:00:00.000Z,43,443,0,5,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
